zip,type,year_built,listPrice,lastSoldPrice,list_to_sold_ratio,sqft,price_per_sqft,stories,beds,baths,baths_full,baths_full_calc,garage,sanitized_text
85023,single_family,1958.0,419906.0,416946.0,0.993,1780.0,234.24,1.0,3.0,2.0,2.0,2.0,1.0,
86426,single_family,2024.0,839901.0,840072.0,1.0002,2490.0,337.38,,3.0,3.0,2.0,2.0,6.0,The home is located in the highly sought-after gated Los Lagos Golf Course community. The home features an impressive entry tower with stone accents and elegant French-style doors.
85353,single_family,2023.0,,439924.0,,1610.0,273.24,,,0.0,,,,
85747,single_family,2026.0,579928.0,560060.0,0.9657,2910.0,192.46,2.0,5.0,3.0,3.0,3.0,3.0,"Yorktown's main floor offers an expansive entertaining space at the back of the home. A 3-car garage leads to a convenient mudroom with a walk-in closet, private bedroom and adjacent bathroom nearby. The home also boasts a morning room with covered patio."
85336,single_family,2025.0,292078.0,292056.0,0.9999,1170.0,249.62,,3.0,2.0,1.0,2.0,2.0,
85255,single_family,1990.0,,1037606.0,,2770.0,374.59,2.0,,0.0,,,3.0,
85742,single_family,2026.0,753343.0,753356.0,1.0,2490.0,302.55,1.0,3.0,3.0,2.0,2.0,3.0,"The Burgundy plan with Desert Modern elevation combines style and function with 3 bedrooms, 2.5 baths, and a private study. A Gourmet kitchen with quartz counters, center island, gas cooktop, and walk-in pantry flows beautifully for cooking and entertaining."
85040,single_family,1962.0,,185085.0,,1020.0,181.46,1.0,,0.0,,,1.0,
85268,single_family,1985.0,699997.0,674944.0,0.9642,2310.0,292.18,1.0,3.0,2.0,2.0,2.0,2.0,"The updated Kitchen shines with Granite counters, refinished cabinets a large Peninsula and opens to a warm Dining Area. French doors lead to a spacious Covered Patio with newer deck and a large back yard."
85323,single_family,2007.0,,231067.0,,1070.0,215.95,1.0,,0.0,,,2.0,
85085,single_family,2026.0,599933.0,546081.0,0.9102,1960.0,278.61,2.0,3.0,3.0,2.0,2.0,2.0,
85024,single_family,2025.0,920559.0,914771.0,0.9937,3490.0,262.11,2.0,5.0,4.0,4.0,4.0,2.0,"The Ridge at Stone Butte-Now Pre-Selling is now on sale. The community features greenbelts, bocce ball, playgrounds, walking paths throughout and gated."
85249,single_family,2000.0,419443.0,419415.0,0.9999,1700.0,246.71,1.0,3.0,2.0,2.0,2.0,2.0,"Spacious 3-bedroom, 2-bath Chandler home with split floor plan for added privacy."
85361,single_family,,,215084.0,,,,,,0.0,,,,
85323,single_family,1930.0,,448929.0,,1200.0,374.11,1.0,,0.0,,,1.0,
85379,single_family,2005.0,,346661.0,,3850.0,90.04,2.0,5.0,0.0,4.0,4.0,4.0,
85035,single_family,1980.0,,199937.0,,1430.0,139.82,1.0,,0.0,,,2.0,
85224,single_family,1983.0,,245054.0,,1730.0,141.65,1.0,,0.0,,,2.0,
85248,single_family,1998.0,,560096.0,,2930.0,191.16,2.0,,0.0,,,3.0,
85310,single_family,1991.0,,279949.0,,1250.0,223.96,1.0,,0.0,,,2.0,
85203,single_family,1982.0,,389936.0,,1250.0,311.95,1.0,,0.0,,,1.0,
85254,single_family,1986.0,1390060.0,1324945.0,0.9532,1980.0,669.16,1.0,3.0,4.0,3.0,3.0,2.0,"This single-level 3 bedroom + 3.5 bath residence doesn't feel like a renovation. It feels like someone obsessed over how a house should actually live. Every space has intention, every finish has texture, and nothing feels builder-basic."
85048,single_family,1992.0,515074.0,515061.0,1.0,2240.0,229.94,2.0,4.0,3.0,3.0,3.0,2.0,"The home is just minutes from the 202 freeway, schools, and parks. The floor plan features both living and family rooms, a formal dining area, and an open kitchen with a breakfast bar."
85746,single_family,2025.0,485090.0,480070.0,0.9897,2080.0,230.8,1.0,4.0,2.0,2.0,2.0,,New Construction on a 1- Acre lot with NO HOA! Discover country living at its finest in this stunning new construction home. The open concept floor plan is perfect for entertaining.
85336,single_family,2025.0,287594.0,288944.0,1.0047,1340.0,215.63,,3.0,2.0,1.0,2.0,2.0,
85304,single_family,1977.0,,430073.0,,2090.0,205.78,1.0,,0.0,,,2.0,
86047,single_family,1941.0,,165097.0,,1810.0,91.21,1.0,,0.0,,,,
85016,single_family,1970.0,,5299944.0,,6740.0,786.34,2.0,,0.0,,,4.0,
86301,single_family,2026.0,1202148.0,1202132.0,1.0,3860.0,311.43,,4.0,5.0,5.0,5.0,3.0,
86303,single_family,2013.0,885098.0,877570.0,0.9915,2560.0,342.8,,3.0,3.0,3.0,3.0,3.0,"The Ranch at Prescott offers timeless elegance with rich, earthy tones, stone accents, and wrought iron. The Courtyard features a spa and natural gas outdoor fireplace and would be a great place for an herb garden."
85015,single_family,1954.0,,279920.0,,1480.0,189.14,1.0,,0.0,,,3.0,
85143,single_family,2025.0,449923.0,387918.0,0.8622,2150.0,180.43,1.0,4.0,3.0,3.0,3.0,2.0,"The 4-bedroom 3 bath home features a split floorplan with the primary suite tucked away in the back of the home. The open living space includes a great room, kitchen and dining room overlooking the covered back patio."
86301,single_family,2025.0,939835.0,919956.0,0.9788,2720.0,338.22,,4.0,4.0,4.0,4.0,3.0,"Arcadia at the Dells offers 4 bedrooms, a flex room, 3.5 bathrooms, and a 3-car garage. The extended patio and cozy fireplace create an inviting atmosphere."
85306,single_family,1984.0,,545055.0,,1000.0,545.05,1.0,,0.0,,,2.0,
85262,single_family,2018.0,6994926.0,6599920.0,0.9435,5990.0,1101.82,1.0,4.0,5.0,4.0,4.0,4.0,"Desert Mountain is located within the Saguaro Forest Village, Arizona. The home offers 4 bedrooms, 5 bathrooms, a private guest casita with separate entrance and patio. The residence is designed for effortless single-level living and elevated entertaining."
85204,single_family,1975.0,,379904.0,,1120.0,339.2,1.0,,0.0,,,2.0,
85355,single_family,2019.0,,990076.0,,3230.0,306.53,,,0.0,,,,
86314,single_family,2004.0,429072.0,414920.0,0.967,1460.0,284.19,,3.0,2.0,2.0,2.0,2.0,"The 3-bedroom, 2-bathroom home in Prescott Valley is a sought-after home in a friendly, amenity-rich neighborhood. The kitchen features stunning quartz countertops, along with new stainless steel appliances. The yard includes planter beds with a drip system, plus a new storage shed."
85338,single_family,2003.0,609083.0,599918.0,0.985,3520.0,170.43,2.0,5.0,3.0,2.0,2.0,3.0,"The private backyard features a Pebble Tec pool with waterfall, grass play area, removable safety fence, and covered patio. The kitchen offers granite countertops, gas cooktop, dual wall ovens, abundant cabinetry with pull-out shelving."
85255,single_family,1980.0,6300098.0,6100069.0,0.9682,5540.0,1101.1,1.0,6.0,6.0,5.0,5.0,3.0,"Authentic 1980 Al Beadle desert modern residence is set on 5 private gated acres in North Scottsdale. Panoramic mountain, desert and sunset views are yours from every window and every angle."
85340,single_family,2002.0,474907.0,474944.0,1.0001,2750.0,172.71,2.0,4.0,4.0,3.0,3.0,3.0,"A split 3-car garage creates a private courtyard entry, setting the tone as you step inside to an open great room. Outside, enjoy a covered patio, gazebo-covered deck, paver walkways, and a large fenced pool with a water feature."
85375,single_family,2006.0,858069.0,815075.0,0.9499,2730.0,298.56,1.0,3.0,3.0,2.0,2.0,2.0,"The Alameda, California, home has been thoughtfully and masterfully updated. The interior has been extensively remodeled, including removal of a dividing kitchen wall. The stunning kitchen features bull-nosed granite countertops, refinished cabinets, Daltile backsplash, and a new GE Cafe stainless steel appliance suite."
85284,single_family,1994.0,1449934.0,1450094.0,1.0001,3410.0,425.25,1.0,5.0,4.0,3.0,3.0,3.0,"The gourmet kitchen is a dream for chefs and home cooks, featuring quartz countertops, tile backsplash, a large center island, walk-in pantry, and a stylish wine and coffee bar."
85387,single_family,2022.0,449911.0,455066.0,1.0115,2500.0,182.03,2.0,4.0,3.0,3.0,3.0,2.0,"Gently lived in less than one year! Private Back yard complete w/ covered and open travertine patios, 6 hole putting green, painted block fencing. Four bedrooms, large open loft, 3 full baths! Gorgeous wood-look tile thru main level."
85233,single_family,2016.0,898944.0,851094.0,0.9468,4400.0,193.43,2.0,5.0,6.0,5.0,5.0,3.0,The chef's kitchen is a dream with high-end stainless appliances and oversized island. Home is located on a corner lot in a small gated community.
85206,single_family,1982.0,459077.0,450093.0,0.9804,2060.0,218.49,1.0,3.0,2.0,2.0,2.0,2.0,The Arizona Room is great for relaxing or could be used as a craft room. The Kitchen is perfect for entertaining with loads of beautiful newer cabinets and island.
85215,single_family,1998.0,,200062.0,,1500.0,133.37,1.0,,0.0,,,2.0,
85361,single_family,2020.0,768941.0,754921.0,0.9818,2180.0,346.29,1.0,3.0,2.0,2.0,2.0,3.0,"Built in 2020, this property blends modern design with exceptional functionality. The landscaped backyard offers a modern square grass area, manicured walkways, privacy fencing, desert landscaping and stunning mountain views."
85142,single_family,2022.0,1099081.0,1080088.0,0.9827,3620.0,298.37,1.0,4.0,4.0,3.0,3.0,3.0,"The 2022-built home sits on a nearly 17,100 sq ft lot, a rare find in newer construction."
85382,single_family,1995.0,,427925.0,,1520.0,281.53,1.0,,0.0,,,2.0,
85142,single_family,,,1447115.0,,,,,,0.0,,,,
85392,single_family,2024.0,,648096.0,,3070.0,211.11,,,0.0,,,,
85022,single_family,1986.0,,390081.0,,2260.0,172.6,2.0,,0.0,,,2.0,
85029,single_family,1968.0,,351392.0,,1390.0,252.8,1.0,,0.0,,,2.0,
85298,single_family,1998.0,1168942.0,1160090.0,0.9924,2940.0,394.59,1.0,5.0,3.0,3.0,3.0,4.0,"The ADU guesthouse has 2 beds and a garage which makes for an amazing rental property. Without an HOA, there is plenty of room for storing boats, trailers, RVs and toys."
85206,single_family,2005.0,,367909.0,,2040.0,180.35,2.0,,0.0,,,2.0,
85286,single_family,2003.0,749091.0,727907.0,0.9717,2630.0,276.77,2.0,4.0,3.0,3.0,3.0,5.0,"Spectacular 1/4-acre corner lot home with heated pool & spa. Separate living, family, and formal dining rooms."
85202,single_family,1978.0,,425061.0,,2310.0,184.01,1.0,,0.0,,,3.0,
85118,single_family,2014.0,969089.0,1100050.0,1.1351,2450.0,449.0,1.0,4.0,2.0,2.0,2.0,4.0,WOW! Welcome Home To This Exquisite Turnkey Retreat! Loads of Extras & High End Finishings in This Immaculate Home All Surrounded By Breathtaking Superstition Mtn & City Light Views!
85024,single_family,2020.0,,629057.0,,2030.0,309.88,,,0.0,,,,
85015,single_family,1957.0,,295062.0,,1940.0,152.09,1.0,,0.0,,,1.0,
85755,single_family,1991.0,324942.0,311915.0,0.9599,1390.0,224.4,1.0,2.0,2.0,2.0,2.0,2.0,"The property boasts new tile flooring, providing a clean and contemporary aesthetic. The updated bathroom offers modern fixtures and finishes, enhancing the overall comfort and convenience of the space. The split-bedroom floor plan offers privacy and flexibility."
85029,single_family,1962.0,,202076.0,,1150.0,175.72,1.0,,0.0,,,2.0,
85392,single_family,2024.0,,648073.0,,1270.0,510.29,,,0.0,,,,
85206,single_family,1987.0,458912.0,452950.0,0.987,1720.0,263.34,1.0,3.0,2.0,2.0,2.0,2.0,"Verde Del Sur is located in the highly sought-after neighborhood of Leisure World. The three-bedroom, two-bathroom residence sits proudly on an oversized lot that practically begs for your dream additions. The immaculate interior showcases thoughtful care and attention, ready for you to move in and make your own."
86029,single_family,1999.0,,149084.0,,3100.0,48.09,1.0,,0.0,,,,
86331,single_family,2000.0,880091.0,844932.0,0.9601,3220.0,262.4,1.0,3.0,5.0,2.0,2.0,3.0,"Jerome home is second time on the market and second time in the market. Built with durable eco-friendly Rastra block, features include greenhouse and a luxurious Japanese soaking tub."
85042,single_family,2006.0,,345846.0,,1740.0,198.76,1.0,,0.0,,,2.0,
85248,single_family,2013.0,1099920.0,1099945.0,1.0,2970.0,370.35,1.0,4.0,4.0,3.0,3.0,2.0,"Pulte home offers 4 bedrooms, 3.5 baths and a private multi-generational suite ideal for guests or extended living. Gourmet kitchen features granite counters, stainless appliances, oversized island and expansive walk-in pantry opening to the family room."
85331,single_family,1988.0,1100075.0,1099935.0,0.9999,2800.0,392.83,1.0,3.0,3.0,3.0,3.0,2.0,"FARMHOUSE RETREAT in CAVE CREEK, ARIZONA on 1.18 acre offers 3Bed/3Bath, including two master suites, a chef's kitchen, engineered hardwood floors, recessed lighting, stone fireplace, and a versatile craft room."
85266,single_family,1996.0,1100077.0,1040052.0,0.9454,3130.0,332.28,1.0,5.0,3.0,3.0,3.0,4.0,North Scottsdale estate on just under an acre with main home and cozy guest house. Newer whole-house H2O filtration system.
86404,single_family,2022.0,799924.0,800064.0,1.0002,2220.0,360.39,1.0,3.0,4.0,2.0,3.0,2.0,"The 3-bedroom, 4-bathroom home was completed in 2022 and was used as a second home. The 4th bathroom is located in the massive 59' deep double-wide RV garage right by the rear door."
85541,single_family,2012.0,799051.0,738959.0,0.9248,2340.0,315.79,2.0,4.0,3.0,3.0,3.0,2.0,Freshly updated home in the gated community of Chaparral Pines. Located on a quiet culdesac with access to worldclass golf and community amenities.
85338,single_family,2006.0,525075.0,515075.0,0.981,2070.0,248.83,1.0,4.0,2.0,2.0,2.0,3.0,"Estrella Fairways is a Top-Ranking, Master Planned Community with Highly Rated Schools. Golf Club of Estrella is a Troon managed, Nicklaus designed golf course."
85383,single_family,2018.0,758903.0,759072.0,1.0002,2990.0,253.87,1.0,3.0,3.0,2.0,2.0,3.0,"The Woodside Homes Canyon model delivers exceptional indoor-outdoor Arizona living. The split floor plan features 3 bedrooms, 2.5 bathrooms, a private den, and a spacious bonus room. The cul-de-sac location enhances privacy while capturing mountain views and stunning Arizona sunsets."
86406,single_family,1999.0,514928.0,535063.0,1.0391,1650.0,324.28,1.0,3.0,2.0,2.0,2.0,3.0,"The 3-car boat-deep pull-through garage provides plenty of room for vehicles and toys, plus expansive side parking with space for an RV and full hookups. The open living area flows seamlessly to the backyard and covered patio."
86401,single_family,2009.0,579964.0,569937.0,0.9827,2330.0,244.61,1.0,4.0,2.0,2.0,2.0,4.0,"The Hualapai Foothill Estates of Kingman, Arizona, offers a 4-bedroom, 2-bathroom home. The primary suite offers a private retreat with its own en-suite bathroom including a jet-tub, walk-in tiled shower, dual sinks, and plenty of closet space."
85375,single_family,1994.0,469400.0,444916.0,0.9478,1790.0,248.56,1.0,2.0,2.0,2.0,2.0,2.0,"Sun City West, near Deer Valley Golf Course, has been beautifully updated and is truly move-in ready-perfect for enjoying the active, resort-style lifestyle in Sun City West. The remodeled kitchen offers recessed lighting, new cabinetry and counters, stainless steel appliances, and an electric range."
85212,single_family,2008.0,535055.0,535100.0,1.0001,2100.0,254.81,1.0,4.0,2.0,2.0,2.0,2.0,The AC and Water Heater has been replaced 2023 The Insulation has been completed as well for maximum efficiency. Rear yard is very private and large areas for adults and kids. Large open floor plan covered front porch and back porch.
85028,single_family,1985.0,2599926.0,2549912.0,0.9808,3650.0,698.61,2.0,5.0,4.0,4.0,4.0,2.0,"5-bedroom sanctuary blends architectural charm with refined, new upgrades."
85395,single_family,2006.0,849576.0,849413.0,0.9998,2540.0,334.41,1.0,3.0,3.0,3.0,3.0,2.0,"The Office or 4th Bedroom has built-ins and crown molding. The Sienna kitchen has cabinets galore,stainless steel appliances, and center island, room for the chef and sous chef."
85022,single_family,1985.0,1165074.0,1074506.0,0.9223,3080.0,348.87,1.0,4.0,3.0,2.0,2.0,2.0,"The property boasts a pool, spa, pergola and built-in grill that is truly the MVP of this amazing home. Located steps from the Lookout Mountain trail head, the property offers unparalleled panoramic views that will leave you speechless."
85383,single_family,2014.0,479903.0,469945.0,0.9792,2420.0,194.19,2.0,4.0,3.0,2.0,2.0,2.0,"The Coldwater Ranch has a stone-accented facade, a 2-car garage, and RV gates. The gourmet kitchen boasts mocha cabinets, granite countertops, SS appliances, and an island with a breakfast bar."
85748,single_family,1997.0,411929.0,405086.0,0.9834,2160.0,187.54,1.0,4.0,2.0,2.0,2.0,2.0,"The 4BR/2BA home is located in Catalina and Rincon Mountain views. The living room flows seamlessly into the dining area, while the spacious kitchen features newer cabinetry, butcher block countertops, stainless appliances. The oversized primary suite includes a large walk-in closet and an updated bathroom with cultured granite countertops."
85086,single_family,2005.0,949901.0,920091.0,0.9686,4010.0,229.45,1.0,4.0,4.0,3.0,3.0,3.0,"The chef's kitchen features high-end granite counters, a built-in 48'' Monogram refrigerator, stainless-steel KitchenAid appliances, double ovens, a high-CFM exhaust hood, triple sink, and an RO water system."
85622,single_family,1995.0,550053.0,539924.0,0.9816,2840.0,190.11,1.0,2.0,3.0,2.0,2.0,2.0,"San Ignacio Golf Course in Arizona offers stunning views and views that change with the light of day. The home has been comprehensively refreshed with major system upgrades, including new plumbing, new HVAC systems, and a new tankless water heater."
86429,single_family,2024.0,749987.0,729946.0,0.9733,2700.0,270.35,,3.0,3.0,3.0,3.0,3.0,"The oversized building pad has plenty of room to build a Large RV Garage and Pool with extra room to spare. The Kitchen features custom cabinets, tile backsplash, quartz countertops, potfiller and large pantry with attached extra large laundry/utility room."
85018,single_family,1987.0,3749920.0,3700086.0,0.9867,4900.0,755.12,1.0,5.0,6.0,5.0,5.0,3.0,"Arcadia Proper is a three-quarter-acre lot in Arcadia Proper, Spain. The home offers a private office, 5.5 bathrooms, and an inviting casita with a separate entrance. The chef's kitchen features premium Sub-Zero and Dacor appliances."
85719,single_family,1946.0,425962.0,414996.0,0.9743,1430.0,290.21,1.0,3.0,2.0,2.0,2.0,,"This adorable 3 bedroom, 2 bath red brick home blends charm, comfort, and updates. The outdoor space offers flexibility and function, whether you love sustainable living, road trips, or simply having extra room. Three water catchment systems are already in place, RV hookup is ready to go."
85286,single_family,2006.0,,1178061.0,,3680.0,320.13,2.0,5.0,0.0,3.0,3.0,3.0,
85298,single_family,2003.0,678914.0,698942.0,1.0295,2130.0,328.14,1.0,3.0,2.0,2.0,2.0,3.0,"The property offers exceptional space, privacy, and curb appeal with stone accents, RV gates, and a 3-car garage. The backyard retreat features a pool resurfaced in 2024 with new equipment and a heater/chiller, plus a cozy fire pit."
85375,single_family,2005.0,798918.0,777087.0,0.9727,2590.0,300.03,1.0,2.0,3.0,2.0,2.0,2.0,"Mirada Golf Course Home with Spectacular Views is located on a quiet cul-de-sac in Sun City West. The home has 2 spacious bedrooms, 2.5 bath with an open-concept living design. Recent updates include exterior painting in 2024 and a new pool/spa 2021."
85213,single_family,2026.0,559858.0,549016.0,0.9806,2060.0,266.51,2.0,4.0,3.0,3.0,3.0,2.0,"Residence Three plan offers 4 bedrooms + loft, 3 full baths, butlers pantry, lock-and-leave lifestyle. Upstairs features spacious loft, secondary bedrooms, and private owner's suite. Gated community with pool, playground, and green spaces."
85086,single_family,1994.0,724948.0,684914.0,0.9448,2330.0,293.95,1.0,4.0,3.0,2.0,2.0,3.0,"The private solar-powered entry gate enhances that feeling of seclusion. The property has been enhanced with a crushed blacktop driveway, an updated backyard concrete patio, exterior sunshade screens for the summer months."
85295,single_family,2006.0,915980.0,915085.0,0.999,4300.0,212.81,2.0,5.0,5.0,4.0,4.0,3.0,"This spacious property has multiple living areas,3 car garage, pool and a full bedroom and bathroom downstairs. Great location, close to restaurants, entertainment, shopping and the 202!"
85255,single_family,1987.0,1595100.0,1565063.0,0.9812,3670.0,426.45,1.0,3.0,3.0,2.0,2.0,2.0,Pinnacle Peak Estates has been meticulously cared for by the owners. The property line stretches beyond the fence with no neighbor behind. The primary suite is spacious with a massive closet with custom Closet cabinetry.
85143,single_family,2025.0,399940.0,434938.0,1.0875,1880.0,231.35,1.0,3.0,2.0,2.0,2.0,2.0,"The 3-bedroom, 2-bathroom home in Bella Vista Farms, Bella Vista, offers an open-concept floor plan designed for modern living. The home features 8' interior doors, white shaker cabinets, granite countertops, elegant white herringbone backsplash, large 12x24 tile throughout."
86406,single_family,2026.0,635072.0,635077.0,1.0,1580.0,401.95,1.0,3.0,2.0,2.0,2.0,2.0,"The open, free-flow layout has a sliding glass door from the front of the home that connects the living room seamlessly to the kitchen. A private backyard features a sparkling new pool and a large covered patio-perfect for gatherings or relaxing evenings."
86438,single_family,1993.0,219975.0,225970.0,1.0273,1060.0,213.18,1.0,3.0,3.0,2.0,3.0,2.0,"Mature Palo Verdes and a defined cactus garden enhance the natural desert setting. The entire parcel is fully fenced and cross-fenced, featuring two vehicle gates from the street and multiple interior gates for ease of use."
85296,single_family,1997.0,559995.0,559807.0,0.9997,1550.0,361.17,1.0,3.0,2.0,2.0,2.0,3.0,"The chef's kitchen boasts upgraded cabinetry, center island, and center island. Retreat to a luxurious master suite with dual vanities, spa-like separate tub/shower, and spacious walk-in closet."
85254,single_family,1971.0,2285064.0,1999932.0,0.8752,3160.0,632.89,1.0,4.0,3.0,3.0,3.0,2.0,"This 3, 155 sq. ft. residence features 3 bedrooms + office, a den and 3 bathrooms. The kitchen, equipped with premium Thermador appliances, offers both function and style for the modern culinary enthusiast. The primary suite is a private haven, offering generous space and a resort inspired bath."
85086,single_family,2000.0,647774.0,629938.0,0.9725,2490.0,252.99,1.0,3.0,2.0,2.0,2.0,2.0,"Anthem Parkside has been meticulously maintained. Backs to elevated (private), natural, open desert space with incredible sunset views."
85118,single_family,1998.0,429814.0,424807.0,0.9884,1500.0,283.2,1.0,3.0,2.0,2.0,2.0,2.0,"WOW! Fantastic 3 bedroom, FURNISHED, Turn-Key home with GOLF VIEWS & UPDATES THROUGH-out."
85138,single_family,2006.0,384947.0,384913.0,0.9999,2210.0,174.17,1.0,3.0,3.0,3.0,3.0,2.0,"This Violet floor plan offers over 2,200 sq ft with 2 Bed/2 Bath/Den plus a separate guest CASITA featuring 1 Bed/1 Bath, built-in cabinets, tile, shutters with private front door leading to front courtyard."
85262,single_family,2004.0,1574910.0,1574919.0,1.0,3490.0,451.27,1.0,3.0,4.0,3.0,3.0,3.0,"Come experience this premiere & private home sitting on 32,748 sf lot with sweeping panoramic views on an end cul de sac lot in this upscale Creste Norte neighborhood. Home is open floor plan w/3 bedrooms, 3.5 baths, & office, flex rooms."
85296,single_family,1996.0,729809.0,715098.0,0.9798,2720.0,262.9,2.0,4.0,4.0,4.0,4.0,3.0,"The home is located in the heart of Gilbert, Arizona. The home has dual Primary Bedrooms and dual bedrooms. The house has been upgraded with granite counters, 42'' cabinets & upgraded GE Stainless Steel appliances."
85388,single_family,2005.0,469986.0,441089.0,0.9385,2840.0,155.31,2.0,5.0,3.0,2.0,2.0,2.0,"The kitchen is designed for functionality, offering ample storage, convenient kitchen island and pantry. The primary bath features a separate tub and shower, dual sinks, and a large walk-in closet for added comfort. Step outside to enjoy the beautiful pool and take advantage of the extended patio."
85338,single_family,2026.0,489907.0,489896.0,1.0,2050.0,238.97,1.0,4.0,3.0,3.0,3.0,2.0,The Jubilee is built for the way you live today. The GATED community of Silva Farms has something for everyone including EXCLUSIVE amenities.
85719,single_family,1977.0,925088.0,925090.0,1.0,2020.0,457.97,1.0,2.0,2.0,2.0,2.0,2.0,"The avant-garde kitchen is a true showpiece, featuring contemporary, textured finishes with dreamy Butler's Pantry. Tucson's own Next-Level Remodels have fashioned a mid-town showpiece into a modern Oasis."
85745,single_family,2002.0,299811.0,299830.0,1.0001,1240.0,241.8,1.0,3.0,2.0,2.0,2.0,2.0,"This rare-to-find frame stucco 3 bed, 2 bath home is tucked into a neighborhood with no HOA. Convenient westside location is close to shopping, Pima College and so much more."
86322,single_family,2000.0,320096.0,310053.0,0.9686,2370.0,130.82,1.0,2.0,2.0,2.0,2.0,,"Arizona property is ready to welcome you home. 1,882 sq ft home offers comfort, functionality, and room to create. Three well-sized storage sheds are fully set up and ready to use."
85042,single_family,2017.0,690071.0,670080.0,0.971,2480.0,270.19,1.0,3.0,4.0,3.0,3.0,3.0,"The heart of the home is a chef's dream kitchen, beautifully appointed with stainless steel appliances, quartz countertops, a spacious prep island with breakfast bar, crown-molded cabinetry, tile backsplash, and stylish recessed and pendant lighting."
85212,single_family,2021.0,799973.0,790089.0,0.9876,3160.0,250.03,2.0,6.0,5.0,4.0,4.0,3.0,"The home is located in the highly sought-after Cadence at Gateway community in Mesa, Mesa. The home also includes a cozy fireplace, an upstairs loft with a built-in entertainment center, and energy-efficient solar panels, blending comfort with long-term savings."
85085,single_family,2002.0,400082.0,404100.0,1.01,1220.0,331.23,1.0,3.0,2.0,2.0,2.0,2.0,"3-bedroom, 2-bath home tucked away on a peaceful cul-de-sac street. The expansive backyard offers breathtaking mountain views. With its inviting layout, modern updates, and serene location, this home is a wonderful opportunity."
85249,single_family,2001.0,974941.0,964916.0,0.9897,4460.0,216.35,2.0,5.0,4.0,3.0,3.0,4.0,"5-bedroom, 3.5-bath home with a 4-car garage on a prime N/S corner lot in the gated Symphony 2 community in Chandler. Outdoor amenities include a PebbleTec diving pool, large grass area and a half sport court."
85338,single_family,2023.0,599993.0,584922.0,0.9749,2930.0,199.63,1.0,4.0,3.0,3.0,3.0,3.0,"The Canyon Trails community offers 4 bedrooms, 3 bathrooms, and 2,928 square feet of thoughtfully designed living space. With a split 3-car garage, RV gate, and paver driveway, this home pairs convenience with exceptional curb appeal."
85388,single_family,2014.0,609911.0,600079.0,0.9839,2850.0,210.55,1.0,5.0,3.0,3.0,3.0,2.0,"The 5 Bedroom, 3 Bathroom home in Surprise Farms, Arizona, offers 2,847 sq. ft. of beautifully designed and upgraded living space. The primary suite, located on the opposite side of the additional bedrooms, offers a relaxing retreat with a spacious bath."
85043,single_family,2004.0,430917.0,429945.0,0.9977,2000.0,214.97,1.0,3.0,2.0,2.0,2.0,2.0,"Block construction enhances energy efficiency, keeping the home cooler in summer and warmer in winter. The oversized lot provides a large side yard with RV gateperfect for storing toys or extra vehicles."
85742,single_family,2004.0,354835.0,354850.0,1.0,2040.0,173.95,1.0,3.0,2.0,2.0,2.0,3.0,"3 BR, 2 BA + den home features a spacious 3-car garage. The large kitchen features a large breakfast nook, perfect for casual morning meals or family gatherings."
85303,single_family,2006.0,864933.0,865052.0,1.0001,4090.0,211.5,1.0,4.0,4.0,4.0,4.0,4.0,"The chef's kitchen is a true showpiece, equipped with a Wolf professional range with double ovens, custom hood, granite countertops, and an oversized island. The split floor plan offers a spacious primary suite with distinctive ceiling details."
85263,single_family,2003.0,984928.0,940096.0,0.9545,2590.0,362.97,1.0,3.0,3.0,3.0,3.0,2.0,Tonto Verde is located on the 16th hole of the Peaks course in Tonto. The back patio is flagstone and has a charming kiva fireplace and a soothing water feature.
85051,single_family,1968.0,319983.0,335090.0,1.0472,1700.0,197.11,1.0,4.0,2.0,2.0,2.0,,"Discover the perfect mix of comfort and Arizona-style indoor-outdoor living in this NO [HOA REDACTED] home. Featuring bright, open living areas, a modernized kitchen, spacious bedrooms, and a versatile outdoor space."
85326,single_family,2025.0,360079.0,410943.0,1.1413,1830.0,224.56,1.0,4.0,2.0,2.0,2.0,2.0,"Built for Comfort and Connection! The Mason features an expansive great room that's perfect for movie nights, game-day gatherings, or simply relaxing with friends and family. Residents ENJOY parks, a tot lot, basketball court, ramadas and MORE!"
85016,single_family,1957.0,1449916.0,1224929.0,0.8448,3110.0,393.87,1.0,3.0,3.0,2.0,2.0,,"The backyard extends beyond the courtyard to include a grassy side yard, while mature trees provide shade and character. The detached guest house offers a separate bedroom, full bathroom with walk-in shower, kitchenette, exposed beam ceilings, and polished concrete floors."
85296,single_family,1978.0,,2649926.0,,3310.0,800.58,1.0,,0.0,,,4.0,
85351,single_family,1971.0,339802.0,339962.0,1.0005,1630.0,208.57,1.0,2.0,2.0,2.0,2.0,2.0,"Newer roof (2021), new AC (2024), new cabinets, quartz granite counter tops, and new appliances. Extra bonus room, epoxy garage floors, epoxical garage floors."
85388,single_family,2004.0,395085.0,395071.0,1.0,2280.0,173.28,2.0,3.0,3.0,2.0,2.0,2.0,"The main level showcases tile in all the right places, a bright great-room layout with abundant natural light enhanced by high-quality Andersen wood-frame windows. The kitchen includes granite countertops, a breakfast bar, stainless steel appliances with rich wood cabinetry & opens to the adjacent dining area."
